domain,entity_id,record_name,entity_grain,entity_primary_key,parent_entity_id,element_name,business_name,description,source_type_raw,logical_type,max_length,scale,xml_path,physical_table,physical_columns,is_key,is_reference,reference_entity_id,reference_target_columns,is_collection,confidence,source_sheet,source_row,search_terms,notes
LOAN,loan.deal,Deal,"One row per LOAN Deal, identified by DealId.",DealId,,SignDate,Signing Date,Date of syndication signing .,DateTime,datetime,,,/LOAN/Deals/Deal/SignDate,LoanDeal,SignDate,false,false,,,false,documented,LOAN_nn.xml,29,SignDate | Signing Date | Date of syndication signing .,
LOAN,loan.deal,Deal,"One row per LOAN Deal, identified by DealId.",DealId,,TotalValue,Total Deal Value,Value of total deal. Includes tranches that are not rank eligible.,Money,money,,,/LOAN/Deals/Deal/TotalValue,LoanDealTotalValue,LoanDealDealId;CurrencyISOCode;Value,false,false,,,false,documented,LOAN_nn.xml,30,TotalValue | Total Deal Value | Value of total deal. Includes tranches that are not rank eligible.,
LOAN,loan.deal,Deal,"One row per LOAN Deal, identified by DealId.",DealId,,Tranches,Tranche,Tranche Records.,Collection,collection,,,/LOAN/Deals/Deal/Tranches,LoanDealTranches,,false,false,,,true,documented,LOAN_nn.xml,31,Tranches | Tranche | Tranche Records.,
LOAN,loan.deal,Deal,"One row per LOAN Deal, identified by DealId.",DealId,,TypeId,Deal Type,"Link to the deal type reference table. Iindicates if the deal is investment grade, leveraged or highly leveraged.",Int,integer,,,/LOAN/Deals/Deal/TypeId,LoanDeal,TypeId,false,true,reference_files.loandealtype,Id,false,documented,LOAN_nn.xml,32,"TypeId | Deal Type | Link to the deal type reference table. Iindicates if the deal is investment grade, leveraged or highly leveraged.",
LOAN,loan.deal,Deal,"One row per LOAN Deal, identified by DealId.",DealId,,Value,Deal Value,Total value of the rank eligible tranches of deal.,Money,money,,,/LOAN/Deals/Deal/Value,LoanDealValue,LoanDealDealId;CurrencyISOCode;Value,false,false,,,false,documented,LOAN_nn.xml,33,Value | Deal Value | Total value of the rank eligible tranches of deal.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,AllInPricingBP,All-in Pricing (bp.),"Measures how much a borrower has had to pay. Sum of margin, facility fee and utilization fee of a tranche.",Decimal(4),decimal,,4,/LOAN/Deals/Deal/Tranches/Tranche/AllInPricingBP,LoanDealTranches,AllInPricingBP,false,false,,,false,documented,LOAN_nn.xml,39,"AllInPricingBP | All-in Pricing (bp.) | Measures how much a borrower has had to pay. Sum of margin, facility fee and utilization fee of a tranche.",
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,BankCount,Tranche # Banks,Number of banks involved in the tranche,Int,integer,,,/LOAN/Deals/Deal/Tranches/Tranche/BankCount,LoanDealTranches,BankCount,false,false,,,false,documented,LOAN_nn.xml,40,BankCount | Tranche # Banks | Number of banks involved in the tranche,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,BookrunnerCount,Tranche # Bookrunners,Number of bookrunners involved in the tranche,Int,integer,,,/LOAN/Deals/Deal/Tranches/Tranche/BookrunnerCount,LoanDealTranches,BookrunnerCount,false,false,,,false,documented,LOAN_nn.xml,41,BookrunnerCount | Tranche # Bookrunners | Number of bookrunners involved in the tranche,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,BorrowingBase,Base,"Base used (Libor, Prime etc)",String (1000),string,1000,,/LOAN/Deals/Deal/Tranches/Tranche/BorrowingBase,LoanDealTranches,BorrowingBase,false,false,,,false,documented,LOAN_nn.xml,42,"BorrowingBase | Base | Base used (Libor, Prime etc)",
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,CancelledDate,Cancelled Date,Date on which the loan agreement was terminated if this is prior to the stated maturity date for any reason.,DateTime,datetime,,,/LOAN/Deals/Deal/Tranches/Tranche/CancelledDate,LoanDealTranches,CancelledDate,false,false,,,false,documented,LOAN_nn.xml,43,CancelledDate | Cancelled Date | Date on which the loan agreement was terminated if this is prior to the stated maturity date for any reason.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,CancelledFlag,Cancelled Flag,"Flag indicating whether the deal has been cancelled, amended, prepaid, refinanced or withdrawn .",String(1),string,1,,/LOAN/Deals/Deal/Tranches/Tranche/CancelledFlag,LoanDealTranches,CancelledFlag,false,false,,,false,documented,LOAN_nn.xml,44,"CancelledFlag | Cancelled Flag | Flag indicating whether the deal has been cancelled, amended, prepaid, refinanced or withdrawn .",
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,CommitmentFees,CommitmentFee,Potentially multi-value step-up or step-down commitment fees.,Collection,collection,,,/LOAN/Deals/Deal/Tranches/Tranche/CommitmentFees,LoanDealTranchesCommitmentFees,,false,false,,,true,documented,LOAN_nn.xml,45,CommitmentFees | CommitmentFee | Potentially multi-value step-up or step-down commitment fees.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,CommonStatusId,Deal Status,Link to the deal status reference table.,Int,integer,,,/LOAN/Deals/Deal/CommonStatusId,LoanDealTranches,CommonStatusId,false,true,reference_files.dealstatus.dealstatus,Id,false,documented,LOAN_nn.xml,46,CommonStatusId | Deal Status | Link to the deal status reference table.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,CurrencyISOCode,Tranche Currency,Currency of a tranche.,String(3),string,3,,/LOAN/Deals/Deal/Tranches/Tranche/CurrencyISOCode,LoanDealTranches,CurrencyISOCode,false,true,reference_files.currency,ISOCode,false,documented,LOAN_nn.xml,47,CurrencyISOCode | Tranche Currency | Currency of a tranche.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,ExchangeRates,Exchange Rate,Exchange Rates to USD and Euro.,ExchangeRate,exchange_rate,,,/LOAN/Deals/Deal/Tranches/Tranche/ExchangeRates,LoanDealTranchesExchangeRates,LoanDealTracheDealId;LoanDealTrancheTrancheId;Date;FromCurrencyISOCode;Rate;ToCurrencyISOCode;Value,false,false,,,false,documented,LOAN_nn.xml,48,ExchangeRates | Exchange Rate | Exchange Rates to USD and Euro.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,Guarantors,Guarantor,Link to the collection of Guarantors on the deal,Collection,collection,,,/LOAN/Deals/Deal/Tranches/Tranche/Guarantors,LoanDealTranchesGuarantors,,false,false,,,true,documented,LOAN_nn.xml,49,Guarantors | Guarantor | Link to the collection of Guarantors on the deal,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IncDec,Increased/Decreased,Denotes if a deal was increased or decreased following syndication. code I is for Increased; code D for decreased.,String(1),string,1,,/LOAN/Deals/Deal/Tranches/Tranche/IncDec,LoanDealTranches,IncDec,false,false,,,false,documented,LOAN_nn.xml,50,IncDec | Increased/Decreased | Denotes if a deal was increased or decreased following syndication. code I is for Increased; code D for decreased.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IncreaseDecrease,I/D Amount (local),Amount that the deal has been increase/decreased by.,Money,money,,,/LOAN/Deals/Deal/Tranches/Tranche/IncreaseDecrease,LoanDealTranchesIncreaseDecrease,LoanDealTrancheDealId;LoanDealTrancheTrancheId;CurrencyISOCode;Value,false,false,,,false,documented,LOAN_nn.xml,51,IncreaseDecrease | I/D Amount (local) | Amount that the deal has been increase/decreased by.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,InstrumentTypes,InstrumentType,Multi-value list of Loan instrument types.,Collection,collection,,,/LOAN/Deals/Deal/Tranches/Tranche/InstrumentTypes,LoanDealTranchesInstrumentTypes,,false,false,,,true,documented,LOAN_nn.xml,52,InstrumentTypes | InstrumentType | Multi-value list of Loan instrument types.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IsBilateral,Tranche Bilateral Flag,A transaction involving only two parties; the borrower and bank.,Bool,boolean,,,/LOAN/Deals/Deal/Tranches/Tranche/IsBilateral,LoanDealTranches,IsBilateral,false,false,,,false,documented,LOAN_nn.xml,53,IsBilateral | Tranche Bilateral Flag | A transaction involving only two parties; the borrower and bank.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IsBookRankEligible,Bookrunner Rank Eligible Flag,Indicates whether a tranche is eligible for bookrunner credit.,Bool,boolean,,,/LOAN/Deals/Deal/Tranches/Tranche/IsBookRankEligible,LoanDealTranches,IsBookRankEligible,false,false,,,false,documented,LOAN_nn.xml,54,IsBookRankEligible | Bookrunner Rank Eligible Flag | Indicates whether a tranche is eligible for bookrunner credit.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IsBridgeToEquity,Bridge to Equity Flag,Indicated whether the loan is a bridge financing to be taken out by Equity.,Bool,boolean,,,/LOAN/Deals/Deal/Tranches/Tranche/IsBridgeToEquity,LoanDealTranches,IsBridgeToEquity,false,false,,,false,documented,LOAN_nn.xml,55,IsBridgeToEquity | Bridge to Equity Flag | Indicated whether the loan is a bridge financing to be taken out by Equity.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IsBridgeToHighYield,Bridge to High Yield Flag,Indicated whether the loan is a bridge financing to be taken out by a High Yield bond.,Bool,boolean,,,/LOAN/Deals/Deal/Tranches/Tranche/IsBridgeToHighYield,LoanDealTranches,IsBridgeToHighYield,false,false,,,false,documented,LOAN_nn.xml,56,IsBridgeToHighYield | Bridge to High Yield Flag | Indicated whether the loan is a bridge financing to be taken out by a High Yield bond.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IsClub,Tranche Club Deal Flag,Indicates a type of deal where all banks join the deal on the same level on a take and hold basis - no sell on takes place.,Bool,boolean,,,/LOAN/Deals/Deal/Tranches/Tranche/IsClub,LoanDealTranches,IsClub,false,false,,,false,documented,LOAN_nn.xml,57,IsClub | Tranche Club Deal Flag | Indicates a type of deal where all banks join the deal on the same level on a take and hold basis - no sell on takes place.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IsExtendible,Tranche Extendible (Y/N),Code indicating a facility has an extension option.,Bool,boolean,,,/LOAN/Deals/Deal/Tranches/Tranche/IsExtendible,LoanDealTranches,IsExtendible,false,false,,,false,documented,LOAN_nn.xml,58,IsExtendible | Tranche Extendible (Y/N) | Code indicating a facility has an extension option.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IsRankEligible,Rank Eligible Flag,Eligible to be included in Dealogic Tables,Bool,boolean,,,/LOAN/Deals/Deal/Tranches/Tranche/IsRankEligible,LoanDealTranches,IsRankEligible,false,false,,,false,documented,LOAN_nn.xml,59,IsRankEligible | Rank Eligible Flag | Eligible to be included in Dealogic Tables,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IsSecured,Tranche Secured Flag,Indicates if a facility is backed by specific revenues or assets of the borrower.,Bool,boolean,,,/LOAN/Deals/Deal/Tranches/Tranche/IsSecured,LoanDealTranches,IsSecured,false,false,,,false,documented,LOAN_nn.xml,60,IsSecured | Tranche Secured Flag | Indicates if a facility is backed by specific revenues or assets of the borrower.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IsSelfArranged,Self Arranged Flag,Deal arranged by the borrower.,Bool,boolean,,,/LOAN/Deals/Deal/Tranches/Tranche/IsSelfArranged,LoanDealTranches,IsSelfArranged,false,false,,,false,documented,LOAN_nn.xml,61,IsSelfArranged | Self Arranged Flag | Deal arranged by the borrower.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IsSelfLed,Self-Led (Y/N),True if the tranche has a borrower that is also a bank in the bookrunner or mandated arranger role.,Bool,boolean,,,/LOAN/Deals/Deal/Tranches/Tranche/IsSelfLed,LoanDealTranches,IsSelfLed,false,false,,,false,documented,LOAN_nn.xml,62,IsSelfLed | Self-Led (Y/N) | True if the tranche has a borrower that is also a bank in the bookrunner or mandated arranger role.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,IsSellDown,Sell Down Flag,Indicated whether the loan is sold down to other banks.,Bool,boolean,,,/LOAN/Deals/Deal/Tranches/Tranche/IsSellDown,LoanDealTranches,IsSellDown,false,false,,,false,documented,LOAN_nn.xml,63,IsSellDown | Sell Down Flag | Indicated whether the loan is sold down to other banks.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,LCLimit,L/C Limit,Maximum stated amount of a letter of credit facility which banks can issue.,Money,money,,,/LOAN/Deals/Deal/Tranches/Tranche/LCLimit,LoanDealTranchesLCLimit,LoanDealTrancheDealId;LoanDealTrancheTrancheId;CurrencyISOCode;Value,false,false,,,false,documented,LOAN_nn.xml,64,LCLimit | L/C Limit | Maximum stated amount of a letter of credit facility which banks can issue.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,LiborMarginBP,Tranche Libor Pricing,Tranche pricing over Libor.,Decimal(3),decimal,,3,/LOAN/Deals/Deal/Tranches/Tranche/LiborMarginBP,LoanDealTranches,LiborMarginBP,false,false,,,false,documented,LOAN_nn.xml,65,LiborMarginBP | Tranche Libor Pricing | Tranche pricing over Libor.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,MarginBP,Tranche Margin (bp),Numerical value of tranche margin.,Decimal(3),decimal,,3,/LOAN/Deals/Deal/Tranches/Tranche/MarginBP,LoanDealTranches,MarginBP,false,false,,,false,documented,LOAN_nn.xml,66,MarginBP | Tranche Margin (bp) | Numerical value of tranche margin.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,Margins,Margin,Multi-value margin records.,Collection,collection,,,/LOAN/Deals/Deal/Tranches/Tranche/Margins,LoanDealTranchesMargins,,false,false,,,true,documented,LOAN_nn.xml,67,Margins | Margin | Multi-value margin records.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,MarketTypeId,Market Type,Link to reference that denotes the market a facility is syndicated into.,Int,integer,,,/LOAN/Deals/Deal/Tranches/Tranche/MarketTypeId,LoanDealTranches,MarketTypeId,false,true,reference_files.loanmarkettype,Id,false,documented,LOAN_nn.xml,68,MarketTypeId | Market Type | Link to reference that denotes the market a facility is syndicated into.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,MaturityDate,Maturity Date,Due date of a facility.,DateTime,datetime,,,/LOAN/Deals/Deal/Tranches/Tranche/MaturityDate,LoanDealTranches,MaturityDate,false,false,,,false,documented,LOAN_nn.xml,69,MaturityDate | Maturity Date | Due date of a facility.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,Note,Dealogic Tranche Note,Supplementary tranche information in text format.,String(MAX),text,MAX,,/LOAN/Deals/Deal/Tranches/Tranche/Note,LoanDealTranches,Note,false,false,,,false,documented,LOAN_nn.xml,70,Note | Dealogic Tranche Note | Supplementary tranche information in text format.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,Outstandings,Outstanding,History of Loan Tranche amount outstanding.,Collection,collection,,,/LOAN/Deals/Deal/Tranches/Tranche/Outstandings,LoanDealTranchesOutstandings,,false,false,,,true,documented,LOAN_nn.xml,71,Outstandings | Outstanding | History of Loan Tranche amount outstanding.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,ParticipationFees,ParticipationFee,Multi-value list of participation fees .,Collection,collection,,,/LOAN/Deals/Deal/Tranches/Tranche/ParticipationFees,LoanDealTranchesParticipationFees,,false,false,,,true,documented,LOAN_nn.xml,72,ParticipationFees | ParticipationFee | Multi-value list of participation fees .,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,PrimaryInstrumentTypeId,Primary Tranche Instrument Type,Primary instrument type of credit eg term loan.,Int,integer,,,/LOAN/Deals/Deal/Tranches/Tranche/PrimaryInstrumentTypeId,LoanDealTranches,PrimaryInstrumentTypeId,false,true,reference_files.loaninstrumenttype,Id,false,documented,LOAN_nn.xml,73,PrimaryInstrumentTypeId | Primary Tranche Instrument Type | Primary instrument type of credit eg term loan.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,RepaymentFrequencyId,Tranche Repayment Frequency,Link to reference table indicating the frequency of the repayments..,Int,integer,,,/LOAN/Deals/Deal/Tranches/Tranche/RepaymentFrequencyId,LoanDealTranches,RepaymentFrequencyId,false,true,reference_files.frequency,Id,false,documented,LOAN_nn.xml,74,RepaymentFrequencyId | Tranche Repayment Frequency | Link to reference table indicating the frequency of the repayments..,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,RepaymentSchedule,Tranche Repayment Schedule,Denotes the number of instalments the borrower will pay from signing to maturity.,Int,integer,,,/LOAN/Deals/Deal/Tranches/Tranche/RepaymentSchedule,LoanDealTranches,RepaymentSchedule,false,false,,,false,documented,LOAN_nn.xml,75,RepaymentSchedule | Tranche Repayment Schedule | Denotes the number of instalments the borrower will pay from signing to maturity.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,Security,Secured By,The type of assets/revenues by which a facility is secured.,String(50),string,50,,/LOAN/Deals/Deal/Tranches/Tranche/Security,LoanDealTranches,Security,false,false,,,false,documented,LOAN_nn.xml,76,Security | Secured By | The type of assets/revenues by which a facility is secured.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,StatusId,Tranche Status,"Indicates if a tranche is expected to sign, amended, prepaid or cancelled.",Int,integer,,,/LOAN/Deals/Deal/Tranches/Tranche/StatusId,LoanDealTranches,StatusId,false,true,reference_files.dealstatus.dealstatus,Id,false,database_verified,LOAN_nn.xml,77,"StatusId | Tranche Status | Indicates if a tranche is expected to sign, amended, prepaid or cancelled.","Live verification in July 2026 confirmed StatusId values 2, 3, and 12 decode through DealStatus.Id as Announced, Close, and Mandated; they do not join to LoanDealStatus."
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,Syndicate,SyndicateMember,Bank Syndicate Records.,Collection,collection,,,/LOAN/Deals/Deal/Tranches/Tranche/Syndicate,LoanDealTranchesSyndicate,,false,false,,,true,documented,LOAN_nn.xml,78,Syndicate | SyndicateMember | Bank Syndicate Records.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,TrancheId,Tranche Reference,Indicates the position/sequence of a tranche within a debt package.,Int,integer,,,/LOAN/Deals/Deal/Tranches/Tranche/TrancheId,LoanDealTranches,TrancheId,true,false,,,false,documented,LOAN_nn.xml,79,TrancheId | Tranche Reference | Indicates the position/sequence of a tranche within a debt package.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,TrancheNumber,LOAN Tranche #,Unique Dealogic number representing each tranche.,Int,integer,,,/LOAN/Deals/Deal/Tranches/Tranche/TrancheNumber,LoanDealTranches,TrancheNumber,false,false,,,false,documented,LOAN_nn.xml,80,TrancheNumber | LOAN Tranche # | Unique Dealogic number representing each tranche.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,TypeId,Tranche Type,"Link to deal type reference. Indicates if tranche is investment grade, leveraged or highly leveraged. Mainly obsolete, replaced by the Loan Deal type.",Int,integer,,,/LOAN/Deals/Deal/Tranches/Tranche/TypeId,LoanDealTranches,TypeId,false,true,reference_files.loandealtype,Id,false,documented,LOAN_nn.xml,81,"TypeId | Tranche Type | Link to deal type reference. Indicates if tranche is investment grade, leveraged or highly leveraged. Mainly obsolete, replaced by the Loan Deal type.",
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,UnderwritingAmount,Underwriting Amount,Size of underwriting commitment.,Money,money,,,/LOAN/Deals/Deal/Tranches/Tranche/UnderwritingAmount,LoanDealTranchesUnderwritingAmount,LoanDealTrancheDealId;LoanDealTrancheTrancheId;CurrencyISOCode;Value,false,false,,,false,documented,LOAN_nn.xml,82,UnderwritingAmount | Underwriting Amount | Size of underwriting commitment.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,UnderwritingFinalAmount,Underwriting Final Amount,Final Take underwriters will be expected to hold after syndication.,Money,money,,,/LOAN/Deals/Deal/Tranches/Tranche/UnderwritingFinalAmount,LoanDealTranchesUnderwritingFinalAmount,LoanDealTrancheDealId;LoanDealTrancheTrancheId;CurrencyISOCode;Value,false,false,,,false,documented,LOAN_nn.xml,83,UnderwritingFinalAmount | Underwriting Final Amount | Final Take underwriters will be expected to hold after syndication.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,UnderwritingFinalTakeBP,Underwriting Final Take (bp.),Front-end fee in basis points paid to underwriters on their final take.,Decimal(3),decimal,,3,/LOAN/Deals/Deal/Tranches/Tranche/UnderwritingFinalTakeBP,LoanDealTranches,UnderwritingFinalTakeBP,false,false,,,false,documented,LOAN_nn.xml,84,UnderwritingFinalTakeBP | Underwriting Final Take (bp.) | Front-end fee in basis points paid to underwriters on their final take.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,UndrawnReturnBP,Tranche Drawn Return (bp),"The annual return expressed in basis points that will accrue to a senior provider if the facility is undrawn throughout its life; calculated from the annualised participation fee, commitment fee and facility fee..",Decimal(4),decimal,,4,/LOAN/Deals/Deal/Tranches/Tranche/UndrawnReturnBP,LoanDealTranches,UndrawnReturnBP,false,false,,,false,documented,LOAN_nn.xml,85,"UndrawnReturnBP | Tranche Drawn Return (bp) | The annual return expressed in basis points that will accrue to a senior provider if the facility is undrawn throughout its life; calculated from the annualised participation fee, commitment fee and facility fee..",
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,UseOfProceeds,Use,Multi-value list of use of proceeds items.,Collection,collection,,,/LOAN/Deals/Deal/Tranches/Tranche/UseOfProceeds,LoanDealTranchesUseOfProceeds,,false,false,,,true,documented,LOAN_nn.xml,86,UseOfProceeds | Use | Multi-value list of use of proceeds items.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,Value,Tranche Value,The value of the tranche.,Money,money,,,/LOAN/Deals/Deal/Tranches/Tranche/Value,LoanDealTranchesValue,LoanDealTrancheDealId;LoanDealTrancheTrancheId;CurrencyISOCode;Value,false,false,,,false,documented,LOAN_nn.xml,87,Value | Tranche Value | The value of the tranche.,
LOAN,loan.tranche,Tranche,"One row per LOAN Tranche, identified by DealId and TrancheId.",DealId;TrancheId,loan.deal,YearsToMaturity,Maturity (Years),Tenor of a facility.,Decimal(3),decimal,,3,/LOAN/Deals/Deal/Tranches/Tranche/YearsToMaturity,LoanDealTranches,YearsToMaturity,false,false,,,false,documented,LOAN_nn.xml,88,YearsToMaturity | Maturity (Years) | Tenor of a facility.,
LOAN,loan.commitmentfee,CommitmentFee,"One row per LOAN CommitmentFee, identified by DealId and TrancheId and LineNumber.",DealId;TrancheId;LineNumber,loan.tranche,LineNumber,Line Number,Where more than one commitment fee level applies to a tranche this orders the values.,Int,integer,,,/LOAN/Deals/Deal/Tranches/Tranche/CommitmentFees/CommitmentFee/LineNumber,LoanDealTranchesCommitmentFees,LineNumber,true,false,,,false,documented,LOAN_nn.xml,94,LineNumber | Line Number | Where more than one commitment fee level applies to a tranche this orders the values.,
LOAN,loan.commitmentfee,CommitmentFee,"One row per LOAN CommitmentFee, identified by DealId and TrancheId and LineNumber.",DealId;TrancheId;LineNumber,loan.tranche,YearFrom,From year,The lower bound of the period of the tranche for which the associated fee applies. Expressed in years (eg. 18 months = 1.5).,Decimal(3),decimal,,3,/LOAN/Deals/Deal/Tranches/Tranche/CommitmentFees/CommitmentFee/YearFrom,LoanDealTranchesCommitmentFees,YearFrom,false,false,,,false,documented,LOAN_nn.xml,95,YearFrom | From year | The lower bound of the period of the tranche for which the associated fee applies. Expressed in years (eg. 18 months = 1.5).,
LOAN,loan.commitmentfee,CommitmentFee,"One row per LOAN CommitmentFee, identified by DealId and TrancheId and LineNumber.",DealId;TrancheId;LineNumber,loan.tranche,YearTo,To year,The upper bound of the period of the tranche for which the associated fee applies. Expressed in years (eg. 3 months = 0.25).,Decimal(3),decimal,,3,/LOAN/Deals/Deal/Tranches/Tranche/CommitmentFees/CommitmentFee/YearTo,LoanDealTranchesCommitmentFees,YearTo,false,false,,,false,documented,LOAN_nn.xml,96,YearTo | To year | The upper bound of the period of the tranche for which the associated fee applies. Expressed in years (eg. 3 months = 0.25).,
LOAN,loan.company,Company,"One row per LOAN Company, identified by DealId and CompanyId and RoleId.",DealId;CompanyId;RoleId,loan.deal,CompanyId,Company Id,Link to company data for a company connected to the Loans as either borrower or sponsor.,Int,integer,,,/LOAN/Deals/Deal/Companies/Company/CompanyId,LoanDealCompanies,CompanyId,true,true,company.company,Id,false,documented,LOAN_nn.xml,102,CompanyId | Company Id | Link to company data for a company connected to the Loans as either borrower or sponsor.,
LOAN,loan.company,Company,"One row per LOAN Company, identified by DealId and CompanyId and RoleId.",DealId;CompanyId;RoleId,loan.deal,RoleId,Company Role,Link to the company role reference table. Role is either borrower or sponsor. Sponsors include financial sponsors and non-financial sponsors.,Int,integer,,,/LOAN/Deals/Deal/Companies/Company/RoleId,LoanDealCompanies,RoleId,true,true,reference_files.loancompanyrole,Id,false,documented,LOAN_nn.xml,103,RoleId | Company Role | Link to the company role reference table. Role is either borrower or sponsor. Sponsors include financial sponsors and non-financial sponsors.,
