date,period,commodity,price,price_index,SERIES_CODE,INDICATOR,DATA_TRANSFORMATION,FREQUENCY
2018-09-01,2018M9,Copper,6050.7625,103.77712780619284,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2018-10-01,2018M10,Copper,6219.58695652173,106.67265001537996,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2018-11-01,2018M11,Copper,6195.92045454545,106.2667438836622,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2018-12-01,2018M12,Copper,6075.31578947368,104.19824330358223,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2019-01-01,2019M1,Copper,5939.10227272727,101.86203401817015,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2019-02-01,2019M2,Copper,6300.4875,108.06018192398403,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2019-03-01,2019M3,Copper,6439.46428571428,110.44378426388164,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2019-04-01,2019M4,Copper,6438.3625,110.42488744602011,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2019-05-01,2019M5,Copper,6017.90476190476,103.21358202403196,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2019-06-01,2019M6,Copper,5882.225,100.88652721203033,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2019-07-01,2019M7,Copper,5941.19565217391,101.89793774210261,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2019-08-01,2019M8,Copper,5709.44047619047,97.92308556144269,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2019-09-01,2019M9,Copper,5759.25,98.77737282165944,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2019-10-01,2019M10,Copper,5757.29782608695,98.74389092550594,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2019-11-01,2019M11,Copper,5859.95238095238,100.50452768164328,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2019-12-01,2019M12,Copper,6077.0625,104.2282012802059,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2020-01-01,2020M1,Copper,6031.20909090909,103.44176567054892,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2020-02-01,2020M2,Copper,5687.75,97.55107041131978,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2020-03-01,2020M3,Copper,5182.63181818181,88.88774672082985,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2020-04-01,2020M4,Copper,5057.972,86.74969587455213,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2020-05-01,2020M5,Copper,5239.82631578947,89.86869427711571,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2020-06-01,2020M6,Copper,5754.59545454545,98.69754232781398,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2020-07-01,2020M7,Copper,6372.46086956521,109.29460313486632,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2020-08-01,2020M8,Copper,6508.39285714285,111.62598389023302,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2020-09-01,2020M9,Copper,6704.9,114.99629414106774,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2020-10-01,2020M10,Copper,6713.81136363636,115.14913367542692,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2020-11-01,2020M11,Copper,7068.90714285714,121.23941073780287,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2020-12-01,2020M12,Copper,7772.23809523809,133.30229804089717,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2021-01-01,2021M1,Copper,7972.1475,136.7309607668985,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2021-02-01,2021M2,Copper,8470.94,145.28579216563057,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2021-03-01,2021M3,Copper,8988.24782608695,154.1581814525955,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2021-04-01,2021M4,Copper,9324.8175,159.9307157514319,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2021-05-01,2021M5,Copper,10166.285,174.3627944013967,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2021-06-01,2021M6,Copper,9631.5,165.19065265994928,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2021-07-01,2021M7,Copper,9450.82045454545,162.09180284050888,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2021-08-01,2021M8,Copper,9370.13857142857,160.70802119383796,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2021-09-01,2021M9,Copper,9324.70954545454,159.92886421409898,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2021-10-01,2021M10,Copper,9829.21904761904,168.58174838953377,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2021-11-01,2021M11,Copper,9728.90454545454,166.8612460707037,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2021-12-01,2021M12,Copper,9551.18,163.81307770053,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2022-01-01,2022M1,Copper,9782.3375,167.77767909099273,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2022-02-01,2022M2,Copper,9943.175,170.53621634865712,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2022-03-01,2022M3,Copper,10230.8939130434,175.47090720971204,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2022-04-01,2022M4,Copper,10174.3476190476,174.50107704715506,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2022-05-01,2022M5,Copper,9395.02727272727,161.13488936716408,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2022-06-01,2022M6,Copper,9067.55181818181,155.5183307764484,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2022-07-01,2022M7,Copper,7544.80952380952,129.40165181260403,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2022-08-01,2022M8,Copper,7990.81217391304,137.05108013204207,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2022-09-01,2022M9,Copper,7746.01136363636,132.85248119923938,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2022-10-01,2022M10,Copper,7651.08285714285,131.22435453738015,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2022-11-01,2022M11,Copper,8049.86136363636,138.06383766611634,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2022-12-01,2022M12,Copper,8371.09136363636,143.5732799496605,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2023-01-01,2023M1,Copper,9007.34636363636,154.4857420488305,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2023-02-01,2023M2,Copper,8936.587,153.2721423539862,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2023-03-01,2023M3,Copper,8856.31086956521,151.89531980510617,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2023-04-01,2023M4,Copper,8809.1575,151.086588465897,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2023-05-01,2023M5,Copper,8243.15608695652,141.3790514439268,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2023-06-01,2023M6,Copper,8396.51772727272,144.00936961418412,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2023-07-01,2023M7,Copper,8476.67904761904,145.3842230457464,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2023-08-01,2023M8,Copper,8347.82826086956,143.17429255113038,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2023-09-01,2023M9,Copper,8276.71380952381,141.95460271763,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2023-10-01,2023M10,Copper,7941.3559090909,136.2028516459192,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2023-11-01,2023M11,Copper,8189.58772727272,140.46029607891722,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2023-12-01,2023M12,Copper,8407.90047619047,144.20459608179434,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2024-01-01,2024M1,Copper,8351.33956521739,143.23451522225176,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2024-02-01,2024M2,Copper,8304.95047619047,142.43889212173184,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2024-03-01,2024M3,Copper,8692.81904761904,149.0912580523312,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2024-04-01,2024M4,Copper,9445.59363636363,162.00215724981277,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2024-05-01,2024M5,Copper,10117.1634782608,173.52030712155988,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2024-06-01,2024M6,Copper,9648.167,165.47650975467837,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2024-07-01,2024M7,Copper,9385.31304347826,160.9682798183158,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2024-08-01,2024M8,Copper,8981.11772727272,154.03589253844373,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2024-09-01,2024M9,Copper,9259.12857142857,158.804079507519,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2024-10-01,2024M10,Copper,9533.99130434782,163.51827296054583,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2024-11-01,2024M11,Copper,9075.72714285714,155.65854644574446,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2024-12-01,2024M12,Copper,8909.90772727272,152.81456394207612,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2025-01-01,2025M1,Copper,8976.6804347826,153.95978816814983,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2025-02-01,2025M2,Copper,9330.975,160.03632354292375,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2025-03-01,2025M3,Copper,9735.82333333333,166.9799107735343,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2025-04-01,2025M4,Copper,9172.6959090909,157.32166577106085,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2025-05-01,2025M5,Copper,9531.2009090909,163.4704146608345,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2025-06-01,2025M6,Copper,9835.06809523809,168.68206588874259,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2025-07-01,2025M7,Copper,9770.5804347826,167.5760326935855,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2025-08-01,2025M8,Copper,9671.87571428571,165.88313987320456,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2025-09-01,2025M9,Copper,9994.77318181818,171.42118103023444,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2025-10-01,2025M10,Copper,10739.9182608695,184.2012258762955,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2025-11-01,2025M11,Copper,10812.028,185.43798597286468,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2025-12-01,2025M12,Copper,11790.964090909,202.2277997889512,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2026-01-01,2026M1,Copper,12986.6068181818,222.73436703873733,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
2026-02-01,2026M2,Copper,12951.345,222.1295886802856,G001.PCOPP.USD.M,"Copper, US dollars per metric tonne, Unit prices",US dollars,Monthly
